City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
200,Margahovit,AM,80.6,scattered clouds,40.73,44.68,Sass (Սասս)
204,Amahai,ID,76.71,light rain,-3.33,128.92,Peternakan Ayam Bangkok Manisso
206,Xinan,CN,78.22,clear sky,26.72,119.86,昌雄大酒店
211,Tortoli,IT,78.8,broken clouds,39.93,9.66,Hotel La Bitta
212,Cayenne,GF,89.6,scattered clouds,4.93,-52.33,Hôtel Le Dronmi
219,Burlington,US,79.0,few clouds,39.88,-74.64,Delanco Camp
222,Hambantota,LK,81.07,overcast clouds,6.12,81.12,Bungalow 63
226,Kirakira,SB,79.83,overcast clouds,-10.45,161.92,SanBiz Lodge
229,Poquoson,US,86.0,clear sky,37.12,-76.35,Whitehouse Cove
232,Vanimo,PG,78.55,light rain,-2.67,141.3,Vahmoneh Lodge Vanimo
235,Murud,IN,78.93,light rain,18.33,72.97,On Point Plaza
237,Santo Amaro Da Imperatriz,BR,80.01,few clouds,-27.69,-48.78,BBS Comércio de Produtos Agropecuários.
241,Sola,VU,79.83,overcast clouds,-13.88,167.55,Leumerus Bungalows
248,Los Llanos De Aridane,ES,77.0,broken clouds,28.66,-17.92,Valle Aridane
249,Denpasar,ID,78.8,few clouds,-8.65,115.22,ASTON Denpasar Hotel & Convention Center
254,Naze,JP,82.4,few clouds,28.37,129.48,奄美ポートタワーホテル
256,Madang,PG,75.54,broken clouds,-5.22,145.8,Comfort Inn Hotel
257,Zhanakorgan,KZ,81.52,clear sky,43.91,67.25,"""Ақпалас"" қонақ үйі"
260,Chaohu,CN,82.0,mist,31.6,117.87,Shell Hefei Chaohu Railway Station Wanda Plaza Hotel
261,Kavaratti,IN,82.38,broken clouds,10.57,72.64,Bismillah Hotel And Lodging
262,Pizarro,CO,82.9,broken clouds,4.95,-77.37,"Playa Pizarro, Bajo Baudó, Chocó, Colombia"
264,Dinhata,IN,84.4,overcast clouds,26.13,89.47,Hotel Riya
268,Kahului,US,78.8,scattered clouds,20.89,-156.47,Maui Seaside Hotel
270,Teluknaga,ID,81.0,scattered clouds,-6.1,106.64,Bale Ocasa hotel
272,Najran,SA,89.6,few clouds,17.49,44.13,محمد هادي ال فطيح
274,Acajutla,SV,82.99,clear sky,13.59,-89.83,Stop.
275,Coahuayana,MX,75.2,mist,18.73,-103.68,Hotel Los Arcos
276,Dum Duma,IN,75.81,light rain,27.57,95.57,Komal bakery shope
277,Makakilo City,US,78.8,few clouds,21.35,-158.09,Marriott's Ko Olina Beach Club
278,Mawlaik,MM,78.3,overcast clouds,23.63,94.42,AKZ Guest House
283,Lexington,US,80.01,clear sky,37.99,-84.48,DoubleTree Suites by Hilton Hotel Lexington
286,Tezu,IN,78.03,light rain,27.92,96.17,Circuit House
287,Iracoubo,GF,85.68,light rain,5.48,-53.2,Le Gite D Iracoubo
289,Meulaboh,ID,77.54,moderate rain,4.14,96.13,Kost Pria
291,Bela,IN,82.18,few clouds,25.93,81.98,Siddharth Hotel
294,Honiara,SB,75.2,few clouds,-9.43,159.95,Heritage Park Hotel
299,Port Blair,IN,82.13,moderate rain,11.67,92.75,Fortune Resort Bay Island
300,San Patricio,MX,79.09,light rain,19.22,-104.7,Hotel Cabo Blanco
301,Bontang,ID,77.81,light rain,0.13,117.5,Okra Leaf Guest House Syariah
302,Kalmunai,LK,81.7,overcast clouds,7.42,81.82,VS Villa
303,Gat,IL,84.99,clear sky,31.61,34.76,רגע בנחת
308,Lorengau,PG,81.25,light rain,-2.02,147.27,Lorengau Harbourside Hotel
311,Long,TH,77.0,overcast clouds,18.08,99.83,Nopphakoe Homestay
314,Sarh,TD,82.4,few clouds,9.14,18.39,Hôtel des Chasses
315,Sapa,PH,82.09,broken clouds,5.15,120.32,
319,Isabela,PH,78.82,broken clouds,6.71,121.97,Isawad Resort
320,Bayir,TR,78.8,clear sky,37.27,28.22,Buban Otel
323,Tevaitoa,PF,77.54,clear sky,-16.78,-151.5,Hôtel Raiatea Lodge
325,Kudahuvadhoo,MV,84.31,broken clouds,2.67,72.89,Kudahuvadhoo Retreat
329,Vijapur,IN,78.8,mist,23.57,72.75,Saint Joseph's Primary School Hostel
330,Ugoofaaru,MV,83.43,clear sky,5.67,73.0,Ungoofaaru Inn
337,Ixtapa,MX,84.0,overcast clouds,20.7,-105.2,Container Inn Puerto Vallarta
341,Paceco,IT,87.8,few clouds,37.98,12.56,Officina Gastronomica Resort
343,Cedar City,US,80.6,clear sky,37.68,-113.06,Hampton Inn Cedar City
347,Tura,IN,76.17,overcast clouds,25.52,90.22,Hotel RIKMAN Continental
348,Cabo San Lucas,MX,88.0,scattered clouds,22.89,-109.91,Hotel Tesoro Los Cabos
350,Grand-Lahou,CI,75.6,broken clouds,5.14,-5.02,Hotel Beatitude de Grand Lahou
355,Loandjili,CG,75.2,scattered clouds,-4.76,11.86,Résidence ARCHANGE
358,Abha,SA,80.6,overcast clouds,18.22,42.51,Abha Hotel
360,Kavieng,PG,82.22,light rain,-2.57,150.8,Nusa Island Retreat
365,Bayog,PH,75.06,overcast clouds,7.87,123.07,JMG Traveller's Inn
366,Agutaya,PH,83.57,light rain,11.15,120.94,
367,Honolulu,US,78.8,few clouds,21.31,-157.86,Aston at the Executive Centre Hotel
368,Bara,NG,77.95,broken clouds,10.37,10.73,
372,Agropoli,IT,86.0,clear sky,40.35,15.0,B&B Baia di Trentova
374,Padang,ID,77.88,moderate rain,-0.95,100.35,Mercure Padang
379,Santa Cruz Del Sur,CU,89.11,clear sky,20.71,-78.0,
382,Kamiichi,JP,78.01,broken clouds,36.7,137.37,旅館 だんごや
383,Auki,SB,77.92,scattered clouds,-8.77,160.7,Auki Motel
384,Doliana,GR,80.6,clear sky,39.9,20.58,19.40 Luxury Guesthouse
388,Taitung,TW,80.35,few clouds,22.76,121.14,Taitung Bali Suites Hotel
391,Maragogi,BR,78.87,clear sky,-9.01,-35.22,Salinas do Maragogi All Inclusive Resort
396,Narathiwat,TH,78.8,thunderstorm,6.33,101.75,MUSOR
399,Lagoa,PT,75.11,scattered clouds,39.05,-27.98,Casa Das Faias
405,Manggar,ID,80.53,scattered clouds,-2.88,108.27,Guest Hotel
413,Hirara,JP,83.79,clear sky,24.8,125.28,Hotel Atoll Emerald Miyakojima
419,Tripoli,LY,87.01,clear sky,32.88,13.19,Al Waddan Hotel
420,Mana,GF,86.81,light rain,5.66,-53.78,LE SAMANA
423,Cerqueira Cesar,BR,85.01,clear sky,-23.04,-49.17,Pousada São Jorge
424,Labuhan,ID,76.86,scattered clouds,-6.88,112.21,bador sepret
426,Yantzaza,EC,86.0,broken clouds,-3.83,-78.76,HOTEL ALEJANDRO YANTZAZA
427,Ryotsu,JP,77.0,overcast clouds,38.08,138.43,Sadokamoko Onsen Kohanno Yado Yoshidaya
428,Baracoa,CU,85.78,scattered clouds,20.35,-74.5,Hostal Rio Miel
431,Teguise,ES,77.0,few clouds,29.06,-13.56,B&B La Casona de Nazaret
435,Tual,ID,78.84,overcast clouds,-5.67,132.75,Grand Vilia Hotel
436,Sur,OM,85.64,broken clouds,22.57,59.53,Sur Plaza Hotel
438,Wanning,CN,79.0,broken clouds,18.8,110.4,Paradise Hotel
441,Mumford,GH,75.33,overcast clouds,5.26,-0.76,Spanish Villa
448,Sorong,ID,77.34,scattered clouds,-0.88,131.25,The Waigo Hotel
449,Bengkulu,ID,76.78,light rain,-3.8,102.27,Grage Hotel Bengkulu
454,Fuzhou,CN,82.4,clear sky,26.06,119.31,Shangri La Hotel Fuzhou
457,Puerto Colombia,CO,86.0,broken clouds,10.99,-74.95,Hotel El Emigrante
459,Aquin,HT,84.85,light rain,18.28,-73.4,Asheev Beach
461,Akyab,MM,81.84,overcast clouds,20.15,92.9,Hotel Memory
462,Zhuhai,CN,84.99,few clouds,22.28,113.57,珠海粤财假日酒店
469,Korla,CN,75.99,clear sky,41.76,86.15,Gulisitan Hotel
471,Vila Velha,BR,80.6,few clouds,-20.33,-40.29,Hotel Vitória Palace
477,Daru,PG,77.38,light rain,-9.08,143.21,New century hotel
479,Lazaro Cardenas,MX,82.54,light rain,17.96,-102.2,Collection O Hotel Quinta Antigua
486,Nicoya,CR,89.6,scattered clouds,10.15,-85.45,Guayacan Real
487,Qingdao,CN,79.0,light rain,36.1,120.37,Holiday Inn Qingdao City Centre
491,Emba,KZ,77.94,clear sky,48.83,58.14,
492,Kerema,PG,76.32,overcast clouds,-7.96,145.78,Elore Lodge
500,Mayo,US,82.0,scattered clouds,38.89,-76.51,Resorts Resource Group International
501,Praia,CV,84.2,broken clouds,14.92,-23.51,LT Aparthotel
502,Watertown,US,78.01,scattered clouds,42.37,-71.18,Super 8 by Wyndham Watertown/Cambridge/Boston Area
503,Ouidah,BJ,77.09,overcast clouds,6.36,2.09,Djegba Hotel
506,Xiongzhou,CN,77.43,scattered clouds,25.12,114.3,Xinhewan Business Hotel
507,Bonthe,SL,77.7,light rain,7.53,-12.51,Bonthe Holiday Village
510,Korhogo,CI,76.6,light rain,9.45,-5.63,Hotel Le Recul
513,Sobradinho,BR,81.7,few clouds,-12.83,-39.1,Pousada Pau Brasil
516,La Orilla,MX,82.29,light rain,17.98,-102.23,Baymont by Wyndham Lazaro Cardenas
517,Farrukhnagar,IN,78.01,mist,17.08,78.2,Musthafa Five Star Kiranam
519,Kumluca,TR,88.03,clear sky,36.37,30.29,TurkuazKöy
523,Dhidhdhoo,MV,83.3,light rain,6.88,73.1,Dhidhoo beach
526,Jinxiang,CN,81.27,overcast clouds,22.86,115.7,Haiyun Holiday Hotel
527,Finschhafen,PG,79.41,broken clouds,-6.6,147.87,Cossam Guest House
532,Buala,SB,80.94,scattered clouds,-8.14,159.59,Maringe Lagoon Lodge
533,Avera,US,89.6,broken clouds,33.19,-82.53,
535,Pierre,US,88.0,clear sky,44.37,-100.35,Ramkota Hotel
536,Easton,US,77.0,few clouds,40.69,-75.22,Grand Eastonian Hotel & Suites
537,Santa Isabel Do Rio Negro,BR,85.89,moderate rain,-0.41,-65.02,Hotel GSA
539,Komsomolskiy,UZ,75.2,clear sky,40.43,71.72,Ikathouse
541,Ostuacan,MX,87.03,broken clouds,17.42,-93.3,HACIENDA JUAREZ
545,Basco,PH,83.64,broken clouds,20.45,121.97,Nathaniel's Lodge
547,Mahibadhoo,MV,83.79,scattered clouds,3.78,72.97,Omadhoo Inn
548,Nantucket,US,75.2,clear sky,41.28,-70.1,Jared Coffin House
550,Remedios,CU,89.6,broken clouds,22.49,-79.55,Hostal Yunai
553,Hermosillo,MX,87.8,broken clouds,29.07,-110.97,Hotel San Andrés
559,Yenagoa,NG,75.99,light rain,4.92,6.26,Amba Hotels Limited
560,Bud,US,77.0,overcast clouds,39.45,-86.18,Madsion Scouts Camp
562,Miravci,MK,75.99,clear sky,41.31,22.43,Rock Village
564,Tecoman,MX,75.2,drizzle,18.92,-103.88,Hotel Gran Fenix
565,San Javier,ES,77.0,few clouds,37.81,-0.84,Hotel Mar Menor
567,Ninghai,CN,84.0,few clouds,29.29,121.42,Kaiyuan New Century Hotel
569,Mogadishu,SO,78.15,broken clouds,2.04,45.34,Hotel Juba
570,Oum Hadjer,TD,76.44,moderate rain,13.3,19.7,
571,Harper,LR,76.39,overcast clouds,4.38,-7.72,Screensaver
574,Khowai,IN,77.68,overcast clouds,24.1,91.63,Bachai bari townhall
575,Faanui,PF,76.51,few clouds,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
576,Sapele,NG,76.17,overcast clouds,5.89,5.68,Movig Hotel & Suites
583,Maceio,BR,82.4,broken clouds,-9.67,-35.74,Mercure Maceio Pajucara Hotel
584,Aqtobe,KZ,75.2,scattered clouds,50.28,57.21,"Gostinitsa ""Ilek"""
585,Kourou,GF,89.6,scattered clouds,5.16,-52.65,Lodge Takini 4
594,Porto Novo,BJ,77.47,overcast clouds,6.5,2.6,Tour Eiffel Hotel Benin
597,Axim,GH,76.21,overcast clouds,4.87,-2.24,AXIM BEACH RESORT AND SPA
598,West Bay,KY,89.6,few clouds,19.37,-81.42,Calypso Cove
601,Anloga,GH,76.28,overcast clouds,5.79,0.9,Dey Lodge
605,Palora,EC,80.6,scattered clouds,-1.7,-77.93,Rancho grande
606,Lagos,NG,77.0,overcast clouds,6.58,3.75,
608,Nador,MA,78.8,scattered clouds,35.17,-2.93,Hôtel La Giralda
609,Vila Do Maio,CV,84.2,broken clouds,15.13,-23.22,Residence 'I Delfini'
614,Acapulco,MX,86.0,scattered clouds,16.86,-99.89,HS Hotsson Smart Acapulco
616,Selma,US,84.0,clear sky,36.57,-119.61,Holiday Inn Selma-Swancourt
619,Salinopolis,BR,84.81,light rain,-0.61,-47.36,Hotel Salinópolis
621,Asfi,MA,75.45,clear sky,32.3,-9.24,Hôtel Abda
624,Pindi Gheb,PK,80.6,scattered clouds,33.24,72.27,Waqas Ali Home
628,Cabedelo,BR,84.2,few clouds,-6.98,-34.83,Lua Mansa Pousada
634,Bathsheba,BB,87.8,scattered clouds,13.22,-59.52,Atlantis Hotel
638,Cockburn Town,TC,87.8,scattered clouds,21.46,-71.14,Osprey Beach Hotel
640,Turkmenabat,TM,80.6,clear sky,39.07,63.58,Jeyhun Oteli
642,Na Wa,TH,78.19,moderate rain,17.49,104.1,อบต.นาคูณใหญ่
647,Eskil,TR,77.76,clear sky,38.4,33.41,Eskil Öğretmen Evi
649,Prnjavor,BA,82.4,broken clouds,44.87,17.66,Hotel City
651,Denizli,TR,87.8,clear sky,37.84,29.07,Anemon Denizli Hotel
652,Trapani,IT,87.8,few clouds,37.83,12.67,
654,Nhulunbuy,AU,75.2,broken clouds,-12.23,136.77,East Arnhem Real Estate
658,Dongkan,CN,76.91,overcast clouds,34.0,119.83,Triumphal Resort
659,Tucumcari,US,86.0,clear sky,35.17,-103.72,Holiday Inn Express & Suites Tucumcari
661,Bintulu,MY,78.8,scattered clouds,3.17,113.03,900 Boutique INN
662,Batticaloa,LK,81.3,overcast clouds,7.71,81.69,Grand Star Guest House
664,Saint Anthony,US,75.99,clear sky,45.02,-93.22,Holiday Inn Express Roseville-St. Paul
665,Nouakchott,MR,87.8,dust,18.09,-15.98,Hôtel Iman
668,Belmonte,BR,78.8,few clouds,-15.86,-38.88,Pousada Monte Carmelo O Pão
669,Mindelo,CV,87.8,scattered clouds,16.89,-24.98,Hotel Gaudi
671,Kawardha,IN,77.63,clear sky,22.02,81.25,STARiHOTELS Raipur Road kawardha
672,Suez,EG,82.18,clear sky,29.97,32.53,Green House
673,Praia Da Vitoria,PT,82.4,scattered clouds,38.73,-27.07,Hotel Branco I
674,Dabhol,IN,76.73,light rain,17.6,73.17,ARNI Atlantica
682,Palimbang,PH,79.27,overcast clouds,6.21,124.19,Felmar Beach resort
685,Rock Sound,BS,83.82,broken clouds,24.9,-76.2,Rock Sound Club
686,Surt,LY,81.18,clear sky,31.21,16.59,City Hotel
690,Kilindoni,TZ,76.55,clear sky,-7.91,39.67,Bustani B&B
693,Srivardhan,IN,79.38,light rain,18.03,73.02,Savli Resort/Hotel - Shrivardhan
696,Gashua,NG,85.93,scattered clouds,12.87,11.05,Forte Oil - Old Lorry Park
698,Pangai,TO,77.0,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
701,Nouadhibou,MR,80.6,sand,20.93,-17.03,El Medina
705,Sibolga,ID,76.32,overcast clouds,1.74,98.78,Hotel Syariah CN Darussalam
706,Maturin,VE,87.94,light rain,9.75,-63.18,Residencias Guaritos I
710,Mandera,KE,86.4,scattered clouds,3.94,41.87,Kornesh Hotel and Lodging
